Sentence Utterance,Action,Object
โปรโมชั่นที่ใช้อยู่ เป็นบุฟเฟต์ ในเครือข่าย 24 ชม หาก เปลี่ยนเป็น ทรูเอช แล้วโทรเข้าเลขหมายที่เป็น ทรู จะอยู่ในโปรโมชั่นหรือป่าว,enquire,package
"โปรโมชั่นที่ใช้อยู่ เป็นบุฟเฟต์ ในเครือข่าย 24 ชม หากเปลี่ยนเป็น ทรูเอช 
แล้วโทรเข้าเลขหมายที่เป็น ทรูจะอยู่ในโปรโมชั่นหรือป่าว",enquire,package
โปรโมชั่นที่ใช้อยู่จะหมดเมื่อไหร่,enquire,detail
โปรโมชั่นที่ใช้อยู่ตอนนี้ isamrt 499 ดูหนังฟังเพลงได้อยู่ 2 วัน ตอนนี้เข้าอินเตอร์เน็ตอะไรได้ แต่ว่าดูหนังฟังเพลงไม่ได้อีกแล้วค่ะ ,enquire,package
โปรโมชั่นที่ผมใช้อยู่ตอนนี้เป็นรายเดือน 299 บาท โทรทรูมูฟฟรีตลอด และมีโบนัส 50 บาท/เดือน อยากทราบว่าโทร ทรูมูฟเอช ฟรีมั้ยครับ มันเหมือนกันมั้ยครับ,enquire,package
โปรโมชั่นที่พี่ใช้อยู่ มันจะหมดเดือนนี้ ถ้าพี่จะต่อ จะได้ไหมค่ะ ,enquire,package
โปรโมชั่นมันตัดตังไปหมดเลยอ่ะค่ะ,enquire,balance
โปรโมชั่นมันตัดตังไปหมดเลยอ่ะค่ะ,enquire,balance
โปรโมชั่นสมัครบีบี ต้องกดอะไรคะ,buy,package
โปรโมชั่นอะไรคุ้มที่สุดค่ะ แนะนำหน่อยครับ,enquire,promotion
โปรโมชั่นอินเตอร์เน็ต มีอะไรบ้าง,enquire,promotion
โปรใหม่ 599 899 บาทใช้รายเดือนได้มั้ย,enquire,package
โปรใหม่เดือนนี้ คืออะไรคะ,enquire,promotion
โปรของฉันเล่นอินเตอร์เน็ตได้ไหม,enquire,detail
โปรของบีบีอ่ะค่ะ,enquire,promotion
โปรของบีบีอ่ะค่ะ,enquire,promotion
โปรตอนนี้ที่พี่ใช้อยู่มันคืออะไรพี่ไม่เข้าใจ,enquire,package
โปรที่เป็นสามจี อันลิมิเต็ดอ่ะค่ะ อันลิมืตกับไฟไวอ่ะคะ ที่ใช้เป็นเติมเงินได้ไหมคะ,enquire,promotion
โปรที่เป็นสามจี อันลิมิเต็ดอ่ะค่ะ อันลิมืตกับไฟไวอ่ะคะ ที่ใช้เป็นเติมเงินได้ไหมคะ,enquire,promotion
โปรที่ใช้อยู่โทรได้กี่นาที,enquire,detail
โปรที่ฉันใช้อยู่นั้น เล่นอินเตอร์เน็ตได้ไหม,enquire,promotion
โปรบีบี เป๊นรายอาทิตย์มีรึป่าวค่ะ,enquire,promotion
โปรบีบี มันหมด ของผมมันเป็นโปรอะไร,enquire,package
โปรบีบี รายเดือนทรูมูฟนี่กดเบอร์อะไรค่ะ,enquire,promotion
โปรบีบี สามารถใช้เสริมวอทแอพ รายเดือนได้มั้ยค่ะ,enquire,promotion
โปรบีบีนะครับ,enquire,promotion
โปรผมใช้ อินเตอร์เน็ต อัลลิมิท แต่มีข้อความเตือนว่าใช้ อินเตอร์เน็ต ตามที่กำหนด,enquire,balance
โปรสมาทโฟนมีอะไรม่างนะคะ,enquire,promotion
โปรสำหรับเล่นไอแพดอินเตอร์เน็ต มีอะไรบ้างคะ,enquire,promotion
โปรอินเตอร์เน็ตโดนระงับ ไปจ่ายเงินมาแล้ว 300 จะให้เปิดสัญญาณครับ,report,suspend
โปรฯ BB ใช้ของทรู สมัครแล้วทำไมใช้งานไม่ได้,report,phone_issues
โยมครับ หลวงพี่เติมเงินเข้าไป 3000 บาท ผมทำอะไรได้กับเครื่อง อยากให้ปรับแพ็คเกจให้ผมหน่อย,change,package
โรมมิ่งมันเปิดยังไงเอ่ย,enquire,roaming
โลตัสแจ้งวัฒนะ มีไอโฟน 4 8g มั้ยคะ,enquire,information
